9.879387034281145175e-01,1.206129657188552938e-02
9.880408327165255411e-01,1.195916728347448839e-02
9.880555304093756597e-01,1.194446959062433686e-02
9.879693528755556509e-01,1.203064712444437169e-02
9.999146718333070671e-01,8.532816669291819699e-05
2.400271391332475801e-03,9.975997286086675242e-01
9.999146718900971953e-01,8.532810990284186623e-05
9.999146718900971953e-01,8.532810990284186623e-05
9.767880220027849170e-01,2.321197799721504834e-02
9.999146718900971953e-01,8.532810990284186623e-05
2.556476617894598569e-03,9.974435233821054014e-01
9.625336866571584382e-01,3.746631334284160342e-02
2.400271391328923087e-03,9.975997286086710769e-01
9.999146718900971953e-01,8.532810990284186623e-05
9.578852497652569076e-01,4.211475023474306467e-02
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
9.880555304093756597e-01,1.194446959062433686e-02
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
1.525161392644984737e-01,8.474838607355015263e-01
2.400307524680900251e-03,9.975996924753190997e-01
1.535522577051139370e-01,8.464477422948860630e-01
2.741413638320588930e-03,9.972585863616794111e-01
2.400271391328923087e-03,9.975997286086710769e-01
9.625291066705111698e-01,3.747089332948880247e-02
9.097954878812819501e-04,9.990902045121187180e-01
2.542013190144116752e-01,7.457986809855883248e-01
9.625434975282567418e-01,3.745650247174327901e-02
9.999146718900970843e-01,8.532810990292219206e-05
9.880555304093756597e-01,1.194446959062435767e-02
2.400271391328923087e-03,9.975997286086710769e-01
9.880555304093756597e-01,1.194446959062433686e-02
9.999146718900971953e-01,8.532810990284186623e-05
2.400271391328923087e-03,9.975997286086710769e-01
5.249862195157937172e-01,4.750137804842062828e-01
9.880555304093756597e-01,1.194446959062433686e-02
2.400271391328923087e-03,9.975997286086710769e-01
9.880555304093756597e-01,1.194446959062433686e-02
9.879693528755556509e-01,1.203064712444437169e-02
2.542031387678153065e-01,7.457968612321846935e-01
1.628982316223254179e-01,8.371017683776745821e-01
2.542031387678153065e-01,7.457968612321846935e-01
9.767880220027849170e-01,2.321197799721504834e-02
2.542031387678153065e-01,7.457968612321846935e-01
2.400271391328923087e-03,9.975997286086710769e-01
5.231714007745437156e-01,4.768285992254562844e-01
9.999146718898203057e-01,8.532811017968088343e-05
2.542031387678153065e-01,7.457968612321846935e-01
9.999146718900971953e-01,8.532810990284186623e-05
2.333511997132275972e-03,9.976664880028677240e-01
9.879693528751177789e-01,1.203064712488226967e-02
5.631501776558800465e-03,9.943684982234411995e-01
2.853152134931505879e-01,7.146847865068494121e-01
9.880555304093756597e-01,1.194446959062433686e-02
9.880555304093756597e-01,1.194446959062433686e-02
1.526031971307997281e-01,8.473968028692002719e-01
2.400271391328923087e-03,9.975997286086710769e-01
9.814013909784344847e-01,1.859860902156547369e-02
5.231714007771777197e-01,4.768285992228222248e-01
2.400271391377328811e-03,9.975997286086226712e-01
2.542031387678153065e-01,7.457968612321846935e-01
9.999146718900971953e-01,8.532810990284186623e-05
2.381812687998974276e-03,9.976181873120010257e-01
2.400271391377328811e-03,9.975997286086226712e-01
5.231714007771777197e-01,4.768285992228222248e-01
2.417757484104443577e-03,9.975822425158955564e-01
9.880555304093757707e-01,1.194446959062427441e-02
2.400271391328923087e-03,9.975997286086710769e-01
9.936507235054192755e-01,6.349276494580702833e-03
9.999146718900971953e-01,8.532810990284186623e-05
9.880555304093756597e-01,1.194446959062433686e-02
9.999146718731896089e-01,8.532812681040765419e-05
2.853152134631492531e-01,7.146847865368507469e-01
9.880555304093756597e-01,1.194446959062433686e-02
2.400271391328923087e-03,9.975997286086710769e-01
5.305512213999885596e-03,9.946944877860001144e-01
9.881174997317075936e-01,1.188250026829236992e-02
5.231714040205599492e-01,4.768285959794400508e-01
5.231714040205599492e-01,4.768285959794400508e-01
5.231714177999573501e-01,4.768285822000426499e-01
9.873188891667599165e-01,1.268111083324005919e-02
5.249862195157937172e-01,4.750137804842062828e-01
5.631501776558800465e-03,9.943684982234411995e-01
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
9.763493613807965321e-01,2.365063861920345401e-02
9.936534614942839072e-01,6.346538505716118814e-03
9.880555304093756597e-01,1.194446959062433686e-02
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
9.881174997317075936e-01,1.188250026829236992e-02
9.880555304093756597e-01,1.194446959062435767e-02
1.526031971077879135e-01,8.473968028922120865e-01
2.400271392121844372e-03,9.975997286078781556e-01
2.542031387678147514e-01,7.457968612321852486e-01
9.880555304093756597e-01,1.194446959062433686e-02
9.622802821941038864e-01,3.771971780589616213e-02
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
5.271382687378478593e-03,9.947286173126215214e-01
1.526031971077879135e-01,8.473968028922120865e-01
2.400271391328923087e-03,9.975997286086710769e-01
2.400271391328923087e-03,9.975997286086710769e-01
9.880555304093756597e-01,1.194446959062433686e-02
9.999146718900970843e-01,8.532810990289218676e-05
9.999412353841109491e-01,5.876461588908666684e-05
5.231714007771777197e-01,4.768285992228222248e-01
9.880555304157004892e-01,1.194446958429947782e-02
5.231713964627957569e-01,4.768286035372041876e-01
2.861356055314671076e-01,7.138643944685328924e-01
9.880555304093756597e-01,1.194446959062433686e-02
9.999146718900971953e-01,8.532810990284186623e-05
1.535464984618468698e-01,8.464535015381531302e-01
9.625291066705111698e-01,3.747089332948880247e-02
9.870003595521825712e-01,1.299964044781743745e-02
